StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID69,QID3,QID4,DOB1#1_1,DOB1#2_1,DOB1#3_1,QID10,QID11,QID12,QID13,QID14,QID15,QID63,QID72,lifesat3,QID74,QID75,QID76,QID77,QID78,QID79,QID80,QID81,QID16,QID17,QID18,Q16,Q17,Q18,Q19,Q20,Q21,Q22,QID26,QID27,QID28,QID29,QID30,QID31,QID32,QID33,QID34,QID35,QID36,QID37,QID38,QID39,QID40,QID41,QID42,QID43,QID44,QID45,QID46,QID47,QID48,QID49,QID50,QID51,QID52,QID53,QID54,QID83,QID84,QID85,QID86,fas5,QID88,QID101,QID101_5_TEXT,QID89,School contact,School name,School seed code,Local Authority
2024-07-18 11:12:08,2024-07-18 11:12:08,Survey Test,100,0,True,2024-07-18 11:12:09,R_cIRuWcDhfBmRRSC,test,,"Yes, I am happy to take part",P7,Boy,August,15,1994,Good,More than half of the time,At no time,More than half of the time,Less than half of the time,Prefer not to say,2,1,Prefer not to say,6,7,1,7,3,2,1,1,Prefer not to say,"Never ",Prefer not to say,Prefer not to say,Sometimes,"Never ","Never ","Never ",Sometimes,"Never ","Never ",Prefer not to say,Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,I like it a bit,A lot,Never,Prefer not to say,Sometimes,"Very often ",Almost never,"Very often ",Sometimes,Prefer not to say,"Very often ",Prefer not to say,Often,Often,Sometimes,Almost never,Almost never,"Very often ",Sometimes,Sometimes,Sometimes,Almost never,Prefer not to say,Prefer not to say,Yes,One,Twice,One,Prefer not to say,Prefer not to say,,"Hanging out with friends ,Something else ",,,,TestLocalAuthority
2024-07-18 11:12:09,2024-07-18 11:12:09,Survey Test,100,0,True,2024-07-18 11:12:09,R_79eCAay1w4dso0m,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:09,2024-07-18 11:12:09,Survey Test,100,0,True,2024-07-18 11:12:09,R_e2jiuD9fP5hfdky,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:09,2024-07-18 11:12:09,Survey Test,100,0,True,2024-07-18 11:12:09,R_8jeEJkYbQU5Qaxg,test,,"Yes, I am happy to take part",P6,Boy,October,31,2033,Poor,Most of the time,More than half of the time,Less than half of the time,Some of the time,At no time,3,4,1,2,6,4,10,3,2,10,7,Sometimes,"Always ","Always ","Never ",Sometimes,"Always ","Never ",Sometimes,"Always ","Never ",Prefer not to say,"Always ",Sometimes,"Never ",Sometimes,Prefer not to say,Prefer not to say,A lot,Hardly ever,Almost never,Almost never,Often,Sometimes,Almost never,Sometimes,Sometimes,Almost never,"Very often ",Prefer not to say,Sometimes,"Very often ",Often,Prefer not to say,Almost never,Sometimes,Prefer not to say,Prefer not to say,"Very often ",Sometimes,No,No,One,Prefer not to say,Two,Yes,My postcode is:,EC1A 1HQ,"Outdoor activities (playing, walking, cycling etc) ",,,,TestLocalAuthority
2024-07-18 11:12:09,2024-07-18 11:12:09,Survey Test,100,0,True,2024-07-18 11:12:10,R_9oDL8IZItfcIKJ8,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:10,2024-07-18 11:12:10,Survey Test,100,0,True,2024-07-18 11:12:10,R_8dnmrpUFRA4OCfY,test,,"Yes, I am happy to take part",Prefer not to say,Girl,September,9,1958,Prefer not to say,Less than half of the time,Less than half of the time,Prefer not to say,Less than half of the time,Prefer not to say,9,5,0,10,3,5,6,3,3,2,9,Prefer not to say,"Always ","Always ","Always ",Prefer not to say,"Always ",Prefer not to say,Sometimes,"Never ",Sometimes,Prefer not to say,"Never ","Never ","Always ",Sometimes,Sometimes,Prefer not to say,A little,Prefer not to say,Prefer not to say,Often,Prefer not to say,"Very often ",Often,Prefer not to say,Prefer not to say,Sometimes,"Very often ",Often,Often,Sometimes,Almost never,Almost never,Often,Often,"Very often ",Prefer not to say,Almost never,Often,"Yes, two or more",Yes,Two,Prefer not to say,None,Prefer not to say,Don't know postcode,,"Chatting/messaging friends on phone or computer ,Reading ",,,,TestLocalAuthority
2024-07-18 11:12:10,2024-07-18 11:12:10,Survey Test,100,0,True,2024-07-18 11:12:10,R_5cF0ALLDXrtEgfk,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:10,2024-07-18 11:12:10,Survey Test,100,0,True,2024-07-18 11:12:10,R_6nBJDdgh4ULaLeC,test,,"Yes, I am happy to take part",P7,Boy,October,30,1999,Poor,All of the time,Less than half of the time,Most of the time,Prefer not to say,At no time,1,10,6,1,6,7,6,7,4,Prefer not to say,9,"Never ","Always ","Never ",Sometimes,"Never ","Always ",Sometimes,"Always ","Always ","Always ","Always ","Always ","Always ","Never ","Always ","Never ",Prefer not to say,Not at all,Hardly ever,Sometimes,"Very often ",Sometimes,Prefer not to say,Prefer not to say,Often,Often,Almost never,Almost never,"Very often ",Almost never,Sometimes,Almost never,Almost never,Almost never,Often,Often,"Very often ",Often,"Very often ","Yes, one",Prefer not to say,None,More than twice,None,Yes,Prefer not to say,,"Hanging out with friends ,Outdoor activities (playing, walking, cycling etc) ,Something else ",,,,TestLocalAuthority
2024-07-18 11:12:10,2024-07-18 11:12:11,Survey Test,100,1,True,2024-07-18 11:12:11,R_eIC8dIo7o0RlsjQ,test,,"Yes, I am happy to take part",Prefer not to say,In another way,August,2,1922,Prefer not to say,Some of the time,Some of the time,Less than half of the time,More than half of the time,More than half of the time,2,3,1,6,Prefer not to say,4,6,5,8,3,2,Always,"Always ","Always ",Sometimes,"Always ",Prefer not to say,"Always ",Prefer not to say,"Never ",Prefer not to say,"Never ","Never ",Sometimes,Prefer not to say,Prefer not to say,"Never ",I don’t like it at all,Some,Often,Very often,Sometimes,Often,"Very often ","Very often ",Sometimes,Prefer not to say,Sometimes,Sometimes,Almost never,"Very often ",Sometimes,Almost never,"Very often ",Often,Often,Prefer not to say,"Very often ",Almost never,Sometimes,"Yes, one",No,Prefer not to say,Not at all,None,No,Don't know postcode,,"Creative arts (drama, dance, music) ",,,,TestLocalAuthority
2024-07-18 11:12:11,2024-07-18 11:12:11,Survey Test,100,0,True,2024-07-18 11:12:11,R_b3g7Qtdp35tRotU,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:11,2024-07-18 11:12:11,Survey Test,100,0,True,2024-07-18 11:12:11,R_bHMHy7r1OguFs9M,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:11,2024-07-18 11:12:11,Survey Test,100,0,True,2024-07-18 11:12:11,R_1M8z2chwTR1g7j0,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:12,2024-07-18 11:12:12,Survey Test,100,0,True,2024-07-18 11:12:12,R_bNL0qo90LyH26Wy,test,,"Yes, I am happy to take part",Prefer not to say,Boy,July,30,2045,Excellent,All of the time,Most of the time,At no time,Prefer not to say,Some of the time,1,2,2,10,8,7,1,Prefer not to say,6,2,9,Sometimes,"Never ","Never ",Prefer not to say,Sometimes,Prefer not to say,"Always ",Prefer not to say,"Always ",Prefer not to say,"Always ","Never ","Never ",Sometimes,Sometimes,"Always ",Prefer not to say,A little,Prefer not to say,Very often,Often,Often,"Very often ",Almost never,Almost never,Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Often,Often,Prefer not to say,Prefer not to say,Prefer not to say,Sometimes,Almost never,Sometimes,Almost never,Often,No,No,None,Once,None,Yes,Prefer not to say,,"Playing computer games ,Something else ",,,,TestLocalAuthority
2024-07-18 11:12:12,2024-07-18 11:12:12,Survey Test,100,0,True,2024-07-18 11:12:12,R_efi1gOb9ScgXHRY,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:12,2024-07-18 11:12:12,Survey Test,100,0,True,2024-07-18 11:12:12,R_6sMd0F5ichfQO1M,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:12,2024-07-18 11:12:12,Survey Test,100,0,True,2024-07-18 11:12:13,R_400y80oSu0yDbEy,test,,"Yes, I am happy to take part",P6,Boy,November,24,2049,Poor,At no time,All of the time,Less than half of the time,At no time,At no time,7,Prefer not to say,0,8,2,10,Prefer not to say,2,Prefer not to say,1,0,"Never ","Always ","Always ",Prefer not to say,Prefer not to say,"Always ","Always ",Prefer not to say,"Never ","Always ",Sometimes,Sometimes,Sometimes,"Always ","Never ","Always ",I don’t like it very much,A little,Often,Often,Often,Often,Often,Often,Prefer not to say,Sometimes,Almost never,"Very often ","Very often ",Almost never,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,"Very often ",Almost never,Sometimes,"Yes, two or more",Prefer not to say,Two,Prefer not to say,Two,No,Don't know postcode,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:12:13,2024-07-18 11:12:13,Survey Test,100,0,True,2024-07-18 11:12:13,R_0eMNlSdbpsSbtvE,test,,"Yes, I am happy to take part",P7,In another way,December,20,1932,Excellent,Some of the time,Most of the time,All of the time,More than half of the time,Prefer not to say,10,0,6,3,9,1,Prefer not to say,1,9,5,Prefer not to say,Always,"Always ",Sometimes,Prefer not to say,Sometimes,"Never ","Never ","Always ",Prefer not to say,"Always ",Prefer not to say,Prefer not to say,Prefer not to say,"Always ","Always ","Always ",I like it a lot,Some,Prefer not to say,Almost never,Sometimes,Almost never,"Very often ",Prefer not to say,Prefer not to say,Sometimes,Almost never,Almost never,"Very often ",Almost never,Prefer not to say,"Very often ",Sometimes,"Very often ",Often,"Very often ",Prefer not to say,Almost never,Almost never,"Yes, two or more",No,None,More than twice,Two,No,Don't know postcode,,"Going on the internet ,Listening to music ",,,,TestLocalAuthority
2024-07-18 11:12:13,2024-07-18 11:12:13,Survey Test,100,0,True,2024-07-18 11:12:13,R_1Xi0y3U29FjcRro,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:13,2024-07-18 11:12:13,Survey Test,100,0,True,2024-07-18 11:12:13,R_8tYrDQDNBY22I9U,test,,"Yes, I am happy to take part",Prefer not to say,Girl,October,16,1999,Excellent,At no time,Prefer not to say,At no time,At no time,At no time,4,5,3,10,5,Prefer not to say,Prefer not to say,2,4,0,10,Always,Prefer not to say,Sometimes,Sometimes,"Always ",Prefer not to say,"Never ",Prefer not to say,"Always ","Always ","Never ","Always ",Sometimes,Sometimes,"Always ",Sometimes,I don’t like it at all,A little,Never,Prefer not to say,Sometimes,Sometimes,Often,Almost never,Often,Often,Almost never,Almost never,Prefer not to say,Often,Often,Prefer not to say,"Very often ",Often,"Very often ",Sometimes,Sometimes,Prefer not to say,"Very often ","Yes, one",No,Prefer not to say,More than twice,None,Prefer not to say,My postcode is:,EC1A 1HQ,"Going on the internet ",,,,TestLocalAuthority
2024-07-18 11:12:14,2024-07-18 11:12:14,Survey Test,100,0,True,2024-07-18 11:12:14,R_3P1Vmn1PgotzgRo,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:14,2024-07-18 11:12:14,Survey Test,100,0,True,2024-07-18 11:12:14,R_9NoUP8OcwqDn8V0,test,,"Yes, I am happy to take part",P6,Girl,May,13,1970,Good,Prefer not to say,At no time,Most of the time,All of the time,Most of the time,Prefer not to say,3,7,2,7,4,3,3,9,5,5,Prefer not to say,Sometimes,Sometimes,Prefer not to say,"Always ",Sometimes,"Never ","Always ",Sometimes,"Always ","Always ","Always ","Never ","Never ",Sometimes,Prefer not to say,I don’t like it very much,Some,Hardly ever,Prefer not to say,"Very often ",Almost never,Often,"Very often ",Almost never,Sometimes,Almost never,"Very often ",Almost never,Often,Sometimes,Almost never,Prefer not to say,"Very often ",Almost never,Almost never,Sometimes,Often,Sometimes,"Yes, two or more",Yes,Prefer not to say,More than twice,More than two,No,My postcode is:,EC1A 1HQ,"Watching TV ",,,,TestLocalAuthority
2024-07-18 11:12:14,2024-07-18 11:12:14,Survey Test,100,0,True,2024-07-18 11:12:14,R_6R8LJENQfFNfpjM,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:14,2024-07-18 11:12:14,Survey Test,100,0,True,2024-07-18 11:12:15,R_0Nyp5OpR3guUYtg,test,,"Yes, I am happy to take part",P7,Girl,March,14,1930,Poor,Some of the time,More than half of the time,More than half of the time,All of the time,Prefer not to say,1,0,Prefer not to say,3,0,8,8,9,0,10,6,Prefer not to say,Sometimes,Sometimes,Prefer not to say,"Always ",Prefer not to say,Sometimes,"Always ",Sometimes,Sometimes,Sometimes,Prefer not to say,Prefer not to say,Sometimes,"Never ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Often,Often,Sometimes,Almost never,Prefer not to say,Prefer not to say,"Very often ",Prefer not to say,Almost never,Almost never,Often,Often,Almost never,Often,"Very often ",Prefer not to say,Almost never,Often,"Very often ",Prefer not to say,"Yes, two or more",No,More than two,Not at all,More than two,No,My postcode is:,EC1A 1HQ,"Playing computer games ,Going on the internet ",,,,TestLocalAuthority
2024-07-18 11:12:15,2024-07-18 11:12:15,Survey Test,100,0,True,2024-07-18 11:12:15,R_af0yty4zwlgkjfU,test,,"Yes, I am happy to take part",P6,In another way,January,27,2041,Poor,At no time,At no time,All of the time,At no time,All of the time,6,10,Prefer not to say,4,1,1,2,4,10,10,2,Sometimes,Prefer not to say,"Never ","Never ",Sometimes,"Always ",Sometimes,"Never ","Always ","Always ",Sometimes,Prefer not to say,"Never ","Always ","Always ",Sometimes,Prefer not to say,Some,Sometimes,Often,Often,"Very often ",Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Often,Prefer not to say,Often,Sometimes,Prefer not to say,Often,Almost never,Almost never,"Very often ",Often,Sometimes,Prefer not to say,Yes,More than two,More than twice,Prefer not to say,Yes,Prefer not to say,,"Doing a physical activity or sport ,Creative arts (drama, dance, music) ",,,,TestLocalAuthority
2024-07-18 11:12:15,2024-07-18 11:12:15,Survey Test,100,0,True,2024-07-18 11:12:15,R_9AdXosp1zBacoOa,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:15,2024-07-18 11:12:15,Survey Test,100,0,True,2024-07-18 11:12:15,R_2gDrctW3BoEwrnE,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:16,2024-07-18 11:12:16,Survey Test,100,0,True,2024-07-18 11:12:16,R_40zSU24voDdCmwe,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:16,2024-07-18 11:12:16,Survey Test,100,0,True,2024-07-18 11:12:16,R_bHFm6ubMfWWEIse,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:16,2024-07-18 11:12:16,Survey Test,100,0,True,2024-07-18 11:12:16,R_bwiOX5R73Dmm0KO,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:16,2024-07-18 11:12:16,Survey Test,100,0,True,2024-07-18 11:12:16,R_8Hc2IfcSPpC6TIi,test,,"Yes, I am happy to take part",P7,Girl,July,20,1930,Fair,At no time,Most of the time,At no time,All of the time,Some of the time,Prefer not to say,Prefer not to say,10,8,9,1,9,3,4,8,1,"Never ",Sometimes,"Never ","Never ","Always ",Sometimes,"Always ",Sometimes,Prefer not to say,Prefer not to say,Sometimes,"Never ","Always ",Sometimes,Prefer not to say,"Never ",Prefer not to say,A lot,Hardly ever,Almost never,"Very often ",Prefer not to say,Almost never,Often,"Very often ",Prefer not to say,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,Almost never,Almost never,Often,"Very often ",Almost never,Often,"Very often ","Very often ","Yes, two or more",Prefer not to say,Two,Prefer not to say,Two,Prefer not to say,Prefer not to say,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:12:17,2024-07-18 11:12:17,Survey Test,100,0,True,2024-07-18 11:12:17,R_cIwSnYhDFeP7xwG,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:17,2024-07-18 11:12:17,Survey Test,100,0,True,2024-07-18 11:12:17,R_723FMLsqzZXS5hk,test,,"Yes, I am happy to take part",Prefer not to say,Girl,January,7,2019,Excellent,Less than half of the time,More than half of the time,Some of the time,Prefer not to say,Most of the time,Prefer not to say,9,5,8,9,6,9,2,9,3,4,Always,Sometimes,Sometimes,"Never ",Sometimes,"Always ",Prefer not to say,"Never ","Never ",Prefer not to say,Prefer not to say,Prefer not to say,"Always ","Never ","Always ",Sometimes,I don’t like it at all,Prefer not to say,Hardly ever,Often,"Very often ","Very often ",Almost never,Sometimes,"Very often ","Very often ",Sometimes,Almost never,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,"Very often ",Sometimes,Sometimes,Sometimes,No,Prefer not to say,None,Prefer not to say,Two,Prefer not to say,My postcode is:,EC1A 1HQ,"Watching TV ",,,,TestLocalAuthority
2024-07-18 11:12:17,2024-07-18 11:12:17,Survey Test,100,0,True,2024-07-18 11:12:17,R_6gICr1yubyhtI8u,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:17,2024-07-18 11:12:17,Survey Test,100,0,True,2024-07-18 11:12:18,R_3VspNkluPyyGnrM,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:18,2024-07-18 11:12:18,Survey Test,100,0,True,2024-07-18 11:12:18,R_5zkKMvNZ3e73iWW,test,,"Yes, I am happy to take part",P6,Boy,February,7,1923,Prefer not to say,More than half of the time,Less than half of the time,Some of the time,More than half of the time,Most of the time,3,3,3,4,Prefer not to say,6,7,7,1,6,6,Prefer not to say,Sometimes,Prefer not to say,Sometimes,"Always ",Prefer not to say,"Always ",Sometimes,"Never ","Always ","Never ","Never ","Always ","Always ","Never ","Always ",I like it a lot,A lot,Always,Prefer not to say,Almost never,Sometimes,Almost never,Prefer not to say,"Very often ","Very often ",Often,"Very often ",Often,Prefer not to say,Almost never,"Very often ","Very often ",Almost never,Often,Often,Almost never,Prefer not to say,"Very often ","Yes, one",Prefer not to say,Two,Not at all,Prefer not to say,Prefer not to say,Prefer not to say,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:12:18,2024-07-18 11:12:18,Survey Test,100,0,True,2024-07-18 11:12:18,R_ctOB7PSku8ydqEm,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:12:18,2024-07-18 11:12:18,Survey Test,100,0,True,2024-07-18 11:12:18,R_dikSQTVM5NQxFH0,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:49,2024-07-18 11:14:50,Survey Test,100,1,True,2024-07-18 11:14:50,R_6rlySQQ1pPfM3mS,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:50,2024-07-18 11:14:50,Survey Test,100,0,True,2024-07-18 11:14:50,R_bf694M7TSAml8kS,test,,"Yes, I am happy to take part",P7,In another way,July,30,2013,Good,At no time,Less than half of the time,Less than half of the time,More than half of the time,Less than half of the time,7,10,8,7,4,2,8,7,9,Prefer not to say,0,Prefer not to say,"Never ","Always ",Sometimes,Prefer not to say,"Never ","Never ","Never ",Sometimes,"Always ",Prefer not to say,"Never ","Never ","Always ",Prefer not to say,Prefer not to say,I don’t like it at all,A lot,Always,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Often,"Very often ",Almost never,Sometimes,Often,Often,Prefer not to say,Often,Sometimes,Sometimes,Sometimes,Almost never,Prefer not to say,Often,Prefer not to say,"Yes, two or more",Yes,None,Twice,None,Yes,Prefer not to say,,"Doing a physical activity or sport ",,,,TestLocalAuthority
2024-07-18 11:14:50,2024-07-18 11:14:50,Survey Test,100,0,True,2024-07-18 11:14:51,R_cRMW2RY87CTymfc,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:51,2024-07-18 11:14:51,Survey Test,100,0,True,2024-07-18 11:14:51,R_00KYH8VmYM6n2fk,test,,"Yes, I am happy to take part",P6,In another way,June,12,1992,Excellent,At no time,Some of the time,Most of the time,All of the time,Less than half of the time,5,3,6,1,9,3,7,Prefer not to say,8,0,3,Prefer not to say,"Always ","Always ",Sometimes,"Never ",Prefer not to say,Sometimes,"Never ","Always ",Sometimes,Prefer not to say,"Never ",Prefer not to say,Sometimes,Sometimes,Sometimes,I don’t like it at all,Prefer not to say,Always,Very often,Often,Sometimes,"Very often ",Sometimes,"Very often ","Very often ","Very often ",Almost never,Almost never,Almost never,"Very often ",Almost never,Often,Sometimes,Sometimes,Prefer not to say,Almost never,Prefer not to say,Often,No,No,One,Twice,One,Prefer not to say,Don't know postcode,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:14:51,2024-07-18 11:14:51,Survey Test,100,0,True,2024-07-18 11:14:51,R_4MarhblwU22Xadg,test,,"Yes, I am happy to take part",P6,Boy,January,28,2018,Fair,Less than half of the time,Prefer not to say,All of the time,At no time,Prefer not to say,1,9,3,7,7,Prefer not to say,9,6,8,5,3,Sometimes,Prefer not to say,Prefer not to say,"Always ",Prefer not to say,"Always ","Always ","Always ",Prefer not to say,Sometimes,Sometimes,Sometimes,"Always ","Always ","Always ",Prefer not to say,I like it a bit,Some,Prefer not to say,Sometimes,"Very often ",Almost never,"Very often ","Very often ","Very often ",Sometimes,"Very often ","Very often ",Almost never,Often,Sometimes,Often,Prefer not to say,"Very often ",Prefer not to say,"Very often ",Prefer not to say,Often,Almost never,No,Prefer not to say,More than two,Twice,Two,Prefer not to say,Prefer not to say,,"Doing a physical activity or sport ,Watching TV ,Something else ",,,,TestLocalAuthority
2024-07-18 11:14:51,2024-07-18 11:14:51,Survey Test,100,0,True,2024-07-18 11:14:51,R_eR6SxuJym1YOlz8,test,,"Yes, I am happy to take part",P7,Boy,April,26,1955,Excellent,At no time,Less than half of the time,All of the time,At no time,At no time,3,2,5,8,3,0,9,10,9,1,0,Always,Prefer not to say,Prefer not to say,Sometimes,"Never ",Sometimes,Prefer not to say,"Never ",Sometimes,Sometimes,"Never ","Always ","Never ",Sometimes,Sometimes,Sometimes,I like it a bit,A little,Always,Almost never,Prefer not to say,Sometimes,"Very often ",Prefer not to say,Almost never,Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,"Very often ",Often,Sometimes,Prefer not to say,Often,Often,Prefer not to say,Often,Sometimes,Often,Prefer not to say,No,None,Prefer not to say,One,No,Don't know postcode,,"Reading ,Listening to music ,Creative arts (drama, dance, music) ",,,,TestLocalAuthority
2024-07-18 11:14:51,2024-07-18 11:14:52,Survey Test,100,1,True,2024-07-18 11:14:52,R_6LHpHJoHfPsN29o,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:52,2024-07-18 11:14:52,Survey Test,100,0,True,2024-07-18 11:14:52,R_eeV4sNic51rINWC,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:52,2024-07-18 11:14:52,Survey Test,100,0,True,2024-07-18 11:14:52,R_8qN5qnf1TXpPwkS,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:52,2024-07-18 11:14:52,Survey Test,100,0,True,2024-07-18 11:14:52,R_40DXCletU4IA2Im,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
